Node,eta,f,f_prime,f_dprime
1,0.0,0.0,0.0,0.007818516631491555
5,0.04,8.388146513035799e-06,0.00047274064801955667,0.015818514673628152
10,0.09,5.596498017352026e-05,0.0015136657092582706,0.025818473769078733
20,0.19,0.00036975648175608273,0.005095483144026596,0.045817548087850116
1801,18.0,15.706499107448746,1.0009568321645126,-2.452013594657323e-05
