Node,eta,f,f_prime,f_dprime
1,0.0,0.0,0.0,0.3192697614651196
5,0.04,0.00025648237095099983,0.012850777285758,0.32326844101831903
10,0.09,0.00130518640685277,0.029138936884250035,0.32825449621108976
20,0.19,0.005876873809033276,0.06245930749564332,0.3381218925483361
1401,14.0,12.557303223688963,1.0000000011141004,-1.788231555920416e-11
