Node,eta,f,f_prime,f_dprime
1,0.0,0.0,0.0,1.232587672710685
5,0.04,0.0009754047615377049,0.048503666869873716,1.1926036170291292
10,0.09,0.004870553050049553,0.10688692400451895,1.1427656222257316
20,0.19,0.021108018146014103,0.21621919584928392,1.044194608696178
701,7.0,6.352101078178467,1.0000006978169569,2.1442567254066477e-07
