Node,eta,f,f_prime,f_dprime
1,0.0,0.0,0.0,0.9276800399492959
5,0.04,0.0007368107047938575,0.03670720199082884,0.907680089211983
10,0.09,0.003696354509571796,0.08146622623145801,0.882681295630058
20,0.19,0.016173071264418984,0.16723514816891866,0.8327047035201602
801,8.0,7.195451389804461,1.000000001278183,1.779604516269748e-10
