Node,eta,f,f_prime,f_dprime
1,0.0,0.0,0.0,0.3192697598466488
5,0.04,0.0002564823696562243,0.012850777221019303,0.3232684393998616
10,0.09,0.001305186400298025,0.0291389367385911,0.3282544945927717
20,0.19,0.005876873779822485,0.06245930718820273,0.33812189093132294
1401,14.0,12.557303203937611,0.9999999999999988,1.9576533987285598e-17
