Node,eta,f,f_prime,f_dprime
1,0.0,0.0,0.0,1.2325876567280802
5,0.04,0.0009754047487515873,0.04850366623056535,1.1926036010461076
10,0.09,0.004870552985318087,0.10688692256597838,1.1427656062384273
20,0.19,0.02110801785744888,0.21621919281051571,1.0441945926702731
701,7.0,6.352099525706708,0.9999999999999912,2.700713809830439e-11
