Node,eta,f,f_prime,f_dprime
1,0.0,0.0,0.0,0.46959998836620576
5,0.04,0.0003756798032476191,0.018783976012109137,0.46959763611510097
10,0.09,0.0019018691032164866,0.0422633961058734,0.4695731955229077
20,0.19,0.008475824808455447,0.0892120252563896,0.4693479669267471
1001,10.0,8.783219378420073,0.9999999999999993,5.853512312133245e-18
