Node,eta,f,f_prime,f_dprime
1,0.0,0.0,0.0,0.9276800398340005
5,0.04,0.0007368107047016211,0.03670720198621702,0.9076800890966875
10,0.09,0.0036963545091048496,0.08146622622108143,0.8826812955147624
20,0.19,0.0161730712623379,0.16723514814701237,0.8327047034048617
801,8.0,7.19545138508124,1.0000000000000022,3.231290004630555e-13
